"","FROM","TO","default_sign_conn_score"
"94017","MAPK8IP1","H1.2",-11321.52
"94018","MAPK8IP1","CD300LF",-1488.8604843
"94019","MAPK8IP1","FGA",9467.64836
"94020","MAPK8IP1","GDF15",-7731.0687
"94021","MAPK8IP1","LDLR",7287.7417977
"94022","MAPK8IP1","NSF",1517.806474668
"94023","MAPK8IP1","LRIG3",14641.68611237
"94024","MAPK8IP1","SLC1A3",6758.9628225
"94025","MAPK8IP1","FKBP5",1547.9528811318
"94026","MAPK8IP1","IRF1",-5362.1946437052
"94027","MAPK8IP1","KRT17",-31391.7792
"94028","MAPK8IP1","SCNN1A",-12200.52
"94029","MAPK8IP1","BEST1",-878.6469936
"94030","MAPK8IP1","PRDX3",-1716.663472686
"94031","MAPK8IP1","HLTF",383.322196818
"94032","MAPK8IP1","CD79A",-2463.000629742
"94033","MAPK8IP1","FOS",-13563.7611
"94034","MAPK8IP1","RAB10",-1363.590843552
"94035","MAPK8IP1","MAPK13",29458
"94036","MAPK8IP1","TXNIP",8741.0831781
"94037","MAPK8IP1","MUC4",-32062.7206
"94038","MAPK8IP1","DSP",3266.2029672
"94039","MAPK8IP1","TP63",-4987.0563624
"94040","MAPK8IP1","PERP",-78663.0974
"94041","MAPK8IP1","KRT15",1399.5272382336
"94042","MAPK8IP1","RAC1",27489.1428
"94043","MAPK8IP1","ITGB1",-8116.2465
"94044","MAPK8IP1","HSF4",-941.304
"94045","MAPK8IP1","KAT2A",1471.7892383
"94046","MAPK8IP1","HDAC7",-252.5367392
"94047","MAPK8IP1","ERBB3",-7818.1891
"94048","MAPK8IP1","LRIG1",-33051.2101859368
"94049","MAPK8IP1","CRYAB",-60693.7317
"94050","MAPK8IP1","FASN",51406.3332778279
"94051","MAPK8IP1","CNR1",-49077.570688
"94052","MAPK8IP1","ACTG2",-18373.351072566
"94053","MAPK8IP1","NKX3.1",-16709.9281666
"94054","MAPK8IP1","CTNNB1",-50271.2
"94055","MAPK8IP1","FN1",-11555.334
"94056","MAPK8IP1","BSG",7507.005416544
"94057","MAPK8IP1","LORICRIN",-39149.8
"94058","MAPK8IP1","JUNB",-12023.6
"94059","MAPK8IP1","MUC2",3115.47896
"94060","MAPK8IP1","ESPL1",-64563.6527676
"94061","MAPK8IP1","RUNX1",117001.784076
"94062","MAPK8IP1","PTPRC",2492.65062
"94063","MAPK8IP1","KRT18",54937.2288992
"94064","MAPK8IP1","DDX5",-39368.3799241
"94065","MAPK8IP1","INCENP",119616.2338532
"94066","MAPK8IP1","CCL5",23406.75258
"94067","MAPK8IP1","CACNA1H",-484.29384
"94068","MAPK8IP1","PLAU",-2973.4786
"94069","MAPK8IP1","HSPA1A",-28706.8152
"94070","MAPK8IP1","CTSD",-21259.8029
"94071","MAPK8IP1","IFITM3",-1973.803613472
"94072","MAPK8IP1","KRT8",-33665.7
"94073","MAPK8IP1","EEF1A1",-4795.19991
"94074","MAPK8IP1","LGALS3",1090.5492816
"94075","MAPK8IP1","GNAL",5742.0738288
"94076","MAPK8IP1","GNAO1",-7336.8695472
"94077","MAPK8IP1","WNT2B",969.21637596
"94078","MAPK8IP1","PTGER3",49077.570688
"94079","MAPK8IP1","EDNRA",-4437.409144644
"94080","MAPK8IP1","HTR2B",10814.540928
"94081","MAPK8IP1","WT1",2480.3126244
"94082","MAPK8IP1","PAX2",-1530.3528892548
"94083","GLI1","PRKCD",-15231.148989197
"94084","GLI1","GNAS",6804.5640614
"94085","GLI1","PTPRJ",-22464.2636722
"94086","GLI1","PPARGC1A",28349.2946128
"94087","GLI1","SRF",-2833.5698453336
"94088","GLI1","ABL1",15928.0519988
"94089","GLI1","CALD1",6101.678429518
"94090","GLI1","MYC",30512.2528
"94091","GLI1","MYLK",-9747.090143
"94092","GLI1","EZR",-19775.108626
"94093","GLI1","H3.3A",12796.92928
"94094","GLI1","PIK3R1",-70839.5243367345
"94095","GLI1","CDH1",-6151.652
"94096","GLI1","ESR1",-5692.91463289999
"94097","GLI1","JUN",-7571.442
"94098","GLI1","CAV1",33011.835759
"94099","GLI1","AR",29184.258132
"94100","GLI1","HBB",-5073.456473331
"94101","GLI1","EGFR",-3262.2037812
"94102","GLI1","PIM1",-13339.9628358136
"94103","GLI1","STAT1",-13148.299584
"94104","GLI1","PRKDC",-16721.9752160942
"94105","GLI1","NR4A1",24340.0737888
"94106","GLI1","CDKN1A",-4955.6736
"94107","GLI1","EPAS1",-18778.2173184094
"94108","GLI1","VEGFA",4309.6298194
"94109","GLI1","NFIB",4356.4780607392
"94110","GLI1","SOCS3",-42061.8284335648
"94111","GLI1","ADGRG1",770.871700994486
"94112","GLI1","CDH17",-39445.0052529516
"94113","GLI1","COL1A1",9958.1727732168
"94114","GLI1","SLC12A2",-8060.594588816
"94115","GLI1","NCL",1892.1448387296
"94116","GLI1","BHLHE40",-7934.91649671185
"94117","GLI1","BHLHE41",-2351.3761908
"94118","GLI1","NOS2",-15248.375212
"94119","GLI1","TAP1",-3628.930685184
"94120","GLI1","INSR",7525.5433101346
"94121","GLI1","IRS2",-9749.14894942
"94122","GLI1","HSP90AB1",-13011.33813
"94123","GLI1","HBA1",-2481.862564135
"94124","GLI1","APOE",1087.8026522496
"94125","GLI1","COL1A2",12786.5293733256
"94126","GLI1","MECOM",-7280.89202364
"94127","GLI1","CD68",-740.010587994
"94128","GLI1","VIM",-22059.8490112
"94129","GLI1","CLU",1584.03501087
"94130","GLI1","DYRK2",-907.076342509802
"94131","GLI1","BDKRB2",-6026.303976
"94132","GLI1","TIMP3",-11000.92
"94133","GLI1","TBX2",-3138.82600429707
"94134","GLI1","HK2",-5859.7109312
"94135","GLI1","ITGB4",3053.68717808
"94136","GLI1","SCNN1G",25424.7672110023
"94137","GLI1","CDR2",485.980508
"94138","GLI1","HLA.A",-14005.208441
"94139","GLI1","TYMS",16216.6598182
"94140","GLI1","S1PR1",-23650.7035072
"94141","GLI1","H2BC21",-751.40039782224
"94142","GLI1","SFRP1",-11075.9477664
"94143","GLI1","DNM1",-14175.510489
"94144","GLI1","NPM1",14556.3186384
"94145","GLI1","PKN1",8494.4064701028
"94146","GLI1","HMGA1",8574.0576641736
"94147","GLI1","DUSP1",8339.9663074
"94148","GLI1","RCAN1",-7462.92652
"94149","GLI1","ERRFI1",-7798.8654827524
"94150","GLI1","NME1",3075.3064846026
"94151","GLI1","DLK1",2247.719
"94152","GLI1","MMP13",-3051.291126
"94153","GLI1","ADM",6780.988118424
"94154","GLI1","H1.2",-937.05761408
"94155","GLI1","CD300LF",-7777.65044
"94156","GLI1","FGA",-676.8494148
"94157","GLI1","GDF15",-2954.8627498
"94158","GLI1","LDLR",3005.596281121
"94159","GLI1","NSF",2369.81393454898
"94160","GLI1","LRIG3",-5649.29887890155
"94161","GLI1","SLC1A3",-6045.6981891
"94162","GLI1","FKBP5",1376.1847965
"94163","GLI1","IRF1",302.797754970984
"94164","GLI1","KRT17",-8522.52314305
"94165","GLI1","SCNN1A",3643.25477596
"94166","GLI1","BEST1",4591.8424172544
"94167","GLI1","PRDX3",-2680.29757838027
"94168","GLI1","HLTF",-442.883351913948
"94169","GLI1","CD79A",-12866.4560136
"94170","GLI1","FOS",-5184.1542194
"94171","GLI1","RAB10",-2129.03070055738
"94172","GLI1","MAPK13",9016.963283328
"94173","GLI1","TXNIP",6001.89055157161
"94174","GLI1","MUC4",2247.719
"94175","GLI1","DSP",5099.6575873936
"94176","GLI1","TP63",25141.172295148
"94177","GLI1","PERP",5261.874649934
"94178","GLI1","KRT15",-854.3472885248
"94179","GLI1","RAC1",-12624.4006238
"94180","GLI1","ITGB1",-3102.080111
"94181","GLI1","HSF4",2711.1240058656
"94182","GLI1","KAT2A",19882.8856
"94183","GLI1","HDAC7",4311.7880230264
"94184","GLI1","ERBB3",10176.0270514
"94185","GLI1","LRIG1",12752.367672464
"94186","GLI1","CRYAB",4059.880919997
"94187","GLI1","FASN",4732.04
"94188","GLI1","CNR1",5660.351771648
"94189","GLI1","ACTG2",3013.156200004
"94190","GLI1","NKX3.1",27928.9233848636
"94191","GLI1","CTNNB1",-16399.1522323
"94192","GLI1","FN1",-4416.520836
"94193","GLI1","BSG",-6044.3454848
"94194","GLI1","LORICRIN",-1514.2884
"94195","GLI1","JUNB",-10279.9683160608
"94196","GLI1","MUC2",-2585.97461584
"94197","GLI1","ESPL1",-4199.3475860952
"94198","GLI1","RUNX1",-14919.80460771
"94199","GLI1","PTPRC",952.70663748
"94200","GLI1","KRT18",2456.7611728176
"94201","GLI1","DDX5",5813.738979562
"94202","GLI1","INCENP",5349.1689489546
"94203","GLI1","CCL5",-9701.909830624
"94204","GLI1","CACNA1H",3053.68717808
"94205","GLI1","PLAU",-297.890850447541
"94206","GLI1","HSPA1A",-4511.03968139
"94207","GLI1","CTSD",8220
"94208","GLI1","IFITM3",-10310.9422976
"94209","GLI1","KRT8",-11533.09775425
"94210","GLI1","EEF1A1",-2456.90814292
"94211","GLI1","LGALS3",8974.9647246336
"94212","GLI1","GNAL",23046.811933817
"94213","GLI1","GNAO1",-9263.3138644536
"94214","GLI1","WNT2B",325.394156933798
"94215","GLI1","PTGER3",-5660.351771648
"94216","GLI1","EDNRA",1811.55980468599
"94217","GLI1","HTR2B",-3813.00687936
"94218","GLI1","WT1",-2215.7767015384
"94219","GLI1","PAX2",6815.80729603319
"94220","RPS6KA1","PRKCD",469.3654154
"94221","RPS6KA1","GNAS",56765.9630704
"94222","RPS6KA1","PTPRJ",8886.8826
"94223","RPS6KA1","PPARGC1A",39483
"94224","RPS6KA1","SRF",11724.2244
"94225","RPS6KA1","ABL1",-19972.2458
"94226","RPS6KA1","CALD1",-6931.832
"94227","RPS6KA1","MYC",42340.2
"94228","RPS6KA1","MYLK",2198.9358
"94229","RPS6KA1","EZR",9072.9204
"94230","RPS6KA1","H3.3A",-20000
"94231","RPS6KA1","PIK3R1",1660.1
"94232","RPS6KA1","CDH1",-2673.19999999999
"94233","RPS6KA1","ESR1",50700
"94234","RPS6KA1","JUN",77354.4
"94235","RPS6KA1","CAV1",-3405.8862
"94236","RPS6KA1","AR",-21547.5
"94237","RPS6KA1","HBB",2152.08
"94238","RPS6KA1","EGFR",-13769.4786
"94239","RPS6KA1","PIM1",1464
"94240","RPS6KA1","STAT1",20593.3682
"94241","RPS6KA1","PRKDC",-7499.024325
"94242","RPS6KA1","NR4A1",-16081.1006
"94243","RPS6KA1","CDKN1A",39849
"94244","RPS6KA1","EPAS1",3963.1996
"94245","RPS6KA1","VEGFA",47249.4666
"94246","RPS6KA1","NFIB",-584.6228146
"94247","RPS6KA1","SOCS3",-5549.292
"94248","RPS6KA1","ADGRG1",-202.927836384
"94249","RPS6KA1","CDH17",9381.259174
"94250","RPS6KA1","COL1A1",2980.6308
"94251","RPS6KA1","SLC12A2",3474.8
"94252","RPS6KA1","NCL",9294.7764
"94253","RPS6KA1","BHLHE40",9221.4144
"94254","RPS6KA1","BHLHE41",-6377.761352
"94255","RPS6KA1","NOS2",14305.766
"94256","RPS6KA1","TAP1",5683.7696232
"94257","RPS6KA1","INSR",-32279.1812
"94258","RPS6KA1","IRS2",20822.8446256
"94259","RPS6KA1","HSP90AB1",8157.042
"94260","RPS6KA1","HBA1",2152.08
"94261","RPS6KA1","APOE",-636.92208
"94262","RPS6KA1","COL1A2",34746.3027117
"94263","RPS6KA1","MECOM",-3429.51
"94264","RPS6KA1","CD68",-2437.56
"94265","RPS6KA1","VIM",5226.4347
"94266","RPS6KA1","CLU",-2259.5669586
"94267","RPS6KA1","DYRK2",7460
"94268","RPS6KA1","BDKRB2",3777.9984
"94269","RPS6KA1","TIMP3",-1143.588
"94270","RPS6KA1","TBX2",8310.3966
"94271","RPS6KA1","HK2",38383.816
"94272","RPS6KA1","ITGB4",1510.925372
"94273","RPS6KA1","SCNN1G",-4279.6528
"94274","RPS6KA1","CDR2",211.182799999999
"94275","RPS6KA1","HLA.A",-17963.5146
"94276","RPS6KA1","TYMS",-13919.1
"94277","RPS6KA1","S1PR1",111325.689124
"94278","RPS6KA1","H2BC21",872.80328
"94279","RPS6KA1","SFRP1",-15369.4926
"94280","RPS6KA1","DNM1",8886.8826
"94281","RPS6KA1","NPM1",15347.4167
"94282","RPS6KA1","PKN1",-4200.8756
"94283","RPS6KA1","HMGA1",7049.2135
"94284","RPS6KA1","DUSP1",47186.8052
"94285","RPS6KA1","RCAN1",-18190.2
"94286","RPS6KA1","ERRFI1",-3669.6624
"94287","RPS6KA1","NME1",2553.3413
"94288","RPS6KA1","DLK1",10891.047778
"94289","RPS6KA1","MMP13",-11180
"94290","RPS6KA1","ADM",6278.0484
"94291","RPS6KA1","H1.2",2457.60704
"94292","RPS6KA1","CD300LF",5638.29414708
"94293","RPS6KA1","FGA",2236
"94294","RPS6KA1","GDF15",7091.3988
"94295","RPS6KA1","LDLR",-10285.6038
"94296","RPS6KA1","NSF",-10583.176644868
"94297","RPS6KA1","LRIG3",-5933.421436664
"94298","RPS6KA1","SLC1A3",12150.6225
"94299","RPS6KA1","FKBP5",-859.9616175005
"94300","RPS6KA1","IRF1",4203.8346535416
"94301","RPS6KA1","KRT17",45192.5894682
"94302","RPS6KA1","SCNN1A",-12631.8013138
"94303","RPS6KA1","BEST1",-16089.6
"94304","RPS6KA1","PRDX3",11969.7425689282
"94305","RPS6KA1","HLTF",-65.5164737063101
"94306","RPS6KA1","CD79A",963.5186035464
"94307","RPS6KA1","FOS",54400
"94308","RPS6KA1","RAB10",9507.88062212738
"94309","RPS6KA1","MAPK13",12863.7436
"94310","RPS6KA1","TXNIP",4951.59
"94311","RPS6KA1","MUC4",14760
"94312","RPS6KA1","DSP",-22774.1833605174
"94313","RPS6KA1","TP63",-7568.3432
"94314","RPS6KA1","PERP",-38529.1732
"94315","RPS6KA1","KRT15",535.60568832
"94316","RPS6KA1","RAC1",-1504.0583
"94317","RPS6KA1","ITGB1",4110.00844
"94318","RPS6KA1","HSF4",1762.29
"94319","RPS6KA1","KAT2A",-10138.5197
"94320","RPS6KA1","HDAC7",10850.3984
"94321","RPS6KA1","ERBB3",-14085.5369766
"94322","RPS6KA1","LRIG1",13393.727848
"94323","RPS6KA1","CRYAB",-29727.7806
"94324","RPS6KA1","FASN",9277.4412
"94325","RPS6KA1","CNR1",-1522.09152
"94326","RPS6KA1","ACTG2",6478.7856
"94327","RPS6KA1","NKX3.1",1808.5704
"94328","RPS6KA1","CTNNB1",65794.2
"94329","RPS6KA1","FN1",4657.51344
"94330","RPS6KA1","BSG",-1260.69
"94331","RPS6KA1","LORICRIN",14006.88
"94332","RPS6KA1","JUNB",7320
"94333","RPS6KA1","MUC2",-519.00856
"94334","RPS6KA1","ESPL1",-914.655600000002
"94335","RPS6KA1","RUNX1",-16933.4888
"94336","RPS6KA1","PTPRC",-39.2951679000003
"94337","RPS6KA1","KRT18",-3507.5272
"94338","RPS6KA1","DDX5",6519.4116
"94339","RPS6KA1","INCENP",6474.4673
"94340","RPS6KA1","CCL5",4690.656
"94341","RPS6KA1","CACNA1H",1376.6050912
"94342","RPS6KA1","PLAU",-368.901600000001
"94343","RPS6KA1","HSPA1A",50113.6214142
"94344","RPS6KA1","CTSD",-34665.6748
"94345","RPS6KA1","IFITM3",7474.7670978432
"94346","RPS6KA1","KRT8",10946.1014
"94347","RPS6KA1","EEF1A1",1601.38854
"94348","RPS6KA1","LGALS3",-12590.4
"94349","RPS6KA1","GNAL",18245.1382848
"94350","RPS6KA1","GNAO1",11904.4490128
"94351","RPS6KA1","WNT2B",737.88170568
"94352","RPS6KA1","PTGER3",1522.09152
"94353","RPS6KA1","EDNRA",-1022.95679472
"94354","RPS6KA1","HTR2B",2390.442624
"94355","RPS6KA1","WT1",10540.8
"94356","RPS6KA1","PAX2",-6503.6736
"94357","DYRK1B","PRKCD",7564.55824
"94358","DYRK1B","GNAS",6929.0996626824
"94359","DYRK1B","PTPRJ",-3413.12504
"94360","DYRK1B","PPARGC1A",-82044.3214777
"94361","DYRK1B","SRF",-9095.9782316
"94362","DYRK1B","ABL1",-10103.808
"94363","DYRK1B","CALD1",6936.869368
"94364","DYRK1B","MYC",-17164.896
"94365","DYRK1B","MYLK",-3071.557632
"94366","DYRK1B","EZR",13599.777784
"94367","DYRK1B","H3.3A",17665.7576
"94368","DYRK1B","PIK3R1",2309.6765259
"94369","DYRK1B","CDH1",37197.1973
"94370","DYRK1B","ESR1",-37557.7969
"94371","DYRK1B","JUN",17334.8
"94372","DYRK1B","CAV1",-6795.326464
"94373","DYRK1B","AR",-25811.1672
"94374","DYRK1B","HBB",2402.516606
"94375","DYRK1B","EGFR",20611.1152
"94376","DYRK1B","PIM1",9000.8420988936
"94377","DYRK1B","STAT1",15004.8918656
"94378","DYRK1B","PRKDC",-75486.230963078
"94379","DYRK1B","NR4A1",5762.016512
"94380","DYRK1B","CDKN1A",26000
"94381","DYRK1B","EPAS1",-3966.0796604
"94382","DYRK1B","VEGFA",16565.38
"94383","DYRK1B","NFIB",-8500.4506842596
"94384","DYRK1B","SOCS3",16045.4864236408
"94385","DYRK1B","ADGRG1",-117.3994497144
"94386","DYRK1B","CDH17",16408.8
"94387","DYRK1B","COL1A1",8269.18
"94388","DYRK1B","SLC12A2",5158.44217044595
"94389","DYRK1B","NCL",10111.4797021329
"94390","DYRK1B","BHLHE40",19250.1652511792
"94391","DYRK1B","BHLHE41",-1939.19433864
"94392","DYRK1B","NOS2",-5443.9344388
"94393","DYRK1B","TAP1",4141.3501549056
"94394","DYRK1B","INSR",18171.507036
"94395","DYRK1B","IRS2",12000.411792
"94396","DYRK1B","HSP90AB1",-4918.1619084
"94397","DYRK1B","HBA1",1813.22008
"94398","DYRK1B","APOE",-1950.47332272
"94399","DYRK1B","COL1A2",7804.82
"94400","DYRK1B","MECOM",-21203.2
"94401","DYRK1B","CD68",-3296.0908764
"94402","DYRK1B","VIM",17443.8108
"94403","DYRK1B","CLU",-11695.028544
"94404","DYRK1B","DYRK2",1879.25264
"94405","DYRK1B","BDKRB2",-2366.72
"94406","DYRK1B","TIMP3",1344.171856
"94407","DYRK1B","TBX2",3617.0445951915
"94408","DYRK1B","HK2",27049.4792224
"94409","DYRK1B","ITGB4",-77.0150636823995
"94410","DYRK1B","SCNN1G",4282.7628272
"94411","DYRK1B","CDR2",-10286.8181771
"94412","DYRK1B","HLA.A",8933.029266
"94413","DYRK1B","TYMS",-36601.5473483
"94414","DYRK1B","S1PR1",-4751.23822534081
"94415","DYRK1B","H2BC21",4046.58592
"94416","DYRK1B","SFRP1",6230.857248
"94417","DYRK1B","DNM1",-12356.0476454304
"94418","DYRK1B","NPM1",91317.498
"94419","DYRK1B","PKN1",-19476.5584
"94420","DYRK1B","HMGA1",34328.9504
"94421","DYRK1B","DUSP1",-21677.30437
"94422","DYRK1B","RCAN1",4853.744
"94423","DYRK1B","ERRFI1",30709.4476128
"94424","DYRK1B","NME1",-18771.8908
"94425","DYRK1B","DLK1",-11545.19672
"94426","DYRK1B","MMP13",9898.5396
"94427","DYRK1B","ADM",-5904.256384
"94428","DYRK1B","H1.2",658.4955552
"94429","DYRK1B","CD300LF",10883.7118983869
"94430","DYRK1B","FGA",-1979.70792
"94431","DYRK1B","GDF15",-2152.33627
"94432","DYRK1B","LDLR",-6939.238520448
"94433","DYRK1B","NSF",-4438.91749826466
"94434","DYRK1B","LRIG3",7469.87910153079
"94435","DYRK1B","SLC1A3",-1274.49238
"94436","DYRK1B","FKBP5",-3150.7721
"94437","DYRK1B","IRF1",-1913.123712864
"94438","DYRK1B","KRT17",-2351.5596736352
"94439","DYRK1B","SCNN1A",-16710.95
"94440","DYRK1B","BEST1",-6318.0573409724
"94441","DYRK1B","PRDX3",5020.48690311751
"94442","DYRK1B","HLTF",1422.04953635316
"94443","DYRK1B","CD79A",24634.1103985592
"94444","DYRK1B","FOS",3648.1221825
"94445","DYRK1B","RAB10",3987.90449041958
"94446","DYRK1B","MAPK13",-1291.35658304
"94447","DYRK1B","TXNIP",826.318746062802
"94448","DYRK1B","MUC4",-10436.85438
"94449","DYRK1B","DSP",-9552.2095510624
"94450","DYRK1B","TP63",14673.664
"94451","DYRK1B","PERP",-40828.8127712
"94452","DYRK1B","KRT15",-781.509598572462
"94453","DYRK1B","RAC1",36160.9506855939
"94454","DYRK1B","ITGB1",4741.88251
"94455","DYRK1B","HSF4",4934.65784530176
"94456","DYRK1B","KAT2A",-23819.034
"94457","DYRK1B","HDAC7",1104.39295616
"94458","DYRK1B","ERBB3",5916.0314972
"94459","DYRK1B","LRIG1",-16862.0295745616
"94460","DYRK1B","CRYAB",-38385.6923856
"94461","DYRK1B","FASN",-3536.4
"94462","DYRK1B","CNR1",-9471.79666139955
"94463","DYRK1B","ACTG2",-2791.1689009456
"94464","DYRK1B","NKX3.1",-13318.5622752
"94465","DYRK1B","CTNNB1",19290.2311
"94466","DYRK1B","FN1",6751.15476
"94467","DYRK1B","BSG",11548.0538704
"94468","DYRK1B","LORICRIN",3466.96
"94469","DYRK1B","JUNB",726.083136775999
"94470","DYRK1B","MUC2",5774.7968
"94471","DYRK1B","ESPL1",27796.6416
"94472","DYRK1B","RUNX1",-49353.5396
"94473","DYRK1B","PTPRC",-7730.7282156
"94474","DYRK1B","KRT18",-16261.9808
"94475","DYRK1B","DDX5",-3687.88992
"94476","DYRK1B","INCENP",-35407.6268
"94477","DYRK1B","CCL5",26125.871825708
"94478","DYRK1B","CACNA1H",1155.2934528
"94479","DYRK1B","PLAU",-6151.810156552
"94480","DYRK1B","HSPA1A",-15581.476846604
"94481","DYRK1B","CTSD",-23580.4383472
"94482","DYRK1B","IFITM3",14428.69234529
"94483","DYRK1B","KRT8",-11818.3
"94484","DYRK1B","EEF1A1",-10756.377479174
"94485","DYRK1B","LGALS3",7864.125531708
"94486","DYRK1B","GNAL",-1242.528
"94487","DYRK1B","GNAO1",989.8489944
"94488","DYRK1B","WNT2B",-309.9719691264
"94489","DYRK1B","PTGER3",12144.6065855191
"94490","DYRK1B","EDNRA",-1005.55918232468
"94491","DYRK1B","HTR2B",11611.199593728
"94492","DYRK1B","WT1",-3882.32312
"94493","DYRK1B","PAX2",2395.39336504
"94494","USP7","PRKCD",33744.9294828
"94495","USP7","GNAS",-17356.5721848
"94496","USP7","PTPRJ",25058.0952
"94497","USP7","PPARGC1A",-41234.7897
"94498","USP7","SRF",7640.484978
"94499","USP7","ABL1",36462.5724
"94500","USP7","CALD1",-9986.6553312
"94501","USP7","MYC",23219.256
"94502","USP7","MYLK",17229.9624
"94503","USP7","EZR",58649.4458
"94504","USP7","H3.3A",-32826.26
"94505","USP7","PIK3R1",143204.5082
"94506","USP7","CDH1",-23688.1969
"94507","USP7","ESR1",156589.1447
"94508","USP7","JUN",4784.8418
"94509","USP7","CAV1",-30465.156
"94510","USP7","AR",-43640.7
"94511","USP7","HBB",6308.83
"94512","USP7","EGFR",43129
"94513","USP7","PIM1",12631.68
"94514","USP7","STAT1",54640.2032
"94515","USP7","PRKDC",-14445.0866703
"94516","USP7","NR4A1",-43887.1932
"94517","USP7","CDKN1A",13288.9
"94518","USP7","EPAS1",-1026.4976646
"94519","USP7","VEGFA",-36559.962
"94520","USP7","NFIB",1971.1044215302
"94521","USP7","SOCS3",20460.69
"94522","USP7","ADGRG1",-1228.58783597512
"94523","USP7","CDH17",35438.7801150556
"94524","USP7","COL1A1",-19785.1607255
"94525","USP7","SLC12A2",12800.814394
"94526","USP7","NCL",-19956.3
"94527","USP7","BHLHE40",13562.3158308
"94528","USP7","BHLHE41",-20494.5632602308
"94529","USP7","NOS2",26954.6016
"94530","USP7","TAP1",15080.6960832
"94531","USP7","INSR",8845.1
"94532","USP7","IRS2",11476.536256
"94533","USP7","HSP90AB1",23000.184
"94534","USP7","HBA1",13172.62
"94535","USP7","APOE",-3595.107060334
"94536","USP7","COL1A2",-5787.9722881
"94537","USP7","MECOM",-58.7539099999963
"94538","USP7","CD68",6585.3527062206
"94539","USP7","VIM",35514.0968
"94540","USP7","CLU",4840.6716574392
"94541","USP7","DYRK2",-42007.2
"94542","USP7","BDKRB2",10652.7168
"94543","USP7","TIMP3",-1355.36617972
"94544","USP7","TBX2",3679.5125499
"94545","USP7","HK2",-30848.2
"94546","USP7","ITGB4",15151.565656
"94547","USP7","SCNN1G",629.248454999996
"94548","USP7","CDR2",-4569.77555882
"94549","USP7","HLA.A",-6315.637632
"94550","USP7","TYMS",-4478.4772752
"94551","USP7","S1PR1",45568.2008
"94552","USP7","H2BC21",3819.10735256
"94553","USP7","SFRP1",-8428.589928
"94554","USP7","DNM1",25058.0952
"94555","USP7","NPM1",-35515.3731
"94556","USP7","PKN1",-9029.7617877
"94557","USP7","HMGA1",11544.284095
"94558","USP7","DUSP1",-24123
"94559","USP7","RCAN1",-38860.9620182
"94560","USP7","ERRFI1",28508.269
"94561","USP7","NME1",-23869.2557441
"94562","USP7","DLK1",-2523.6093
"94563","USP7","MMP13",-26622.0697
"94564","USP7","ADM",1779.9128503
"94565","USP7","H1.2",-1050.21538
"94566","USP7","CD300LF",10585.20723946
"94567","USP7","FGA",5324.41394
"94568","USP7","GDF15",16126.0257237
"94569","USP7","LDLR",-2181.4616328
"94570","USP7","NSF",-3368.764695516
"94571","USP7","LRIG3",10988.1175483892
"94572","USP7","SLC1A3",-6921.1913
"94573","USP7","FKBP5",-551.7721116562
"94574","USP7","IRF1",-6307.4680032
"94575","USP7","KRT17",36080.9654476
"94576","USP7","SCNN1A",6301.22
"94577","USP7","BEST1",-2957.248804
"94578","USP7","PRDX3",3810.126914982
"94579","USP7","HLTF",-21928.5
"94580","USP7","CD79A",-7485.0005733852
"94581","USP7","FOS",12839.3571
"94582","USP7","RAB10",3026.483790624
"94583","USP7","MAPK13",-16258.340592
"94584","USP7","TXNIP",-2330.7202538
"94585","USP7","MUC4",-1447.38
"94586","USP7","DSP",-7249.3229064
"94587","USP7","TP63",-7997.14
"94588","USP7","PERP",45760.6
"94589","USP7","KRT15",1510.23243264
"94590","USP7","RAC1",50749.1633
"94591","USP7","ITGB1",42599.033527
"94592","USP7","HSF4",-1742.21604288
"94593","USP7","KAT2A",-4579.5276957
"94594","USP7","HDAC7",-9928.564808
"94595","USP7","ERBB3",28292.624
"94596","USP7","LRIG1",-24803.8770844
"94597","USP7","CRYAB",35307.3
"94598","USP7","FASN",-14633.7716745
"94599","USP7","CNR1",-6694.034721024
"94600","USP7","ACTG2",-9603.147
"94601","USP7","NKX3.1",-33114.3
"94602","USP7","CTNNB1",144396.544
"94603","USP7","FN1",15351.782292
"94604","USP7","BSG",8734.6088858032
"94605","USP7","LORICRIN",6301.22
"94606","USP7","JUNB",-12240.1556981
"94607","USP7","MUC2",-7548.20521988
"94608","USP7","ESPL1",16258.2329
"94609","USP7","RUNX1",-15948.4326292
"94610","USP7","PTPRC",2314.9958533541
"94611","USP7","KRT18",-15347.8145944
"94612","USP7","DDX5",31264.87
"94613","USP7","INCENP",-15277.3866
"94614","USP7","CCL5",7231.30785
"94615","USP7","CACNA1H",-3080.66792
"94616","USP7","PLAU",-3195.68346
"94617","USP7","HSPA1A",30913.1365956
"94618","USP7","CTSD",27120.1
"94619","USP7","IFITM3",14032.9604545984
"94620","USP7","KRT8",-20798.9225418
"94621","USP7","EEF1A1",8488.20387
"94622","USP7","LGALS3",-21377.6084464
"94623","USP7","GNAL",-11069.5166256
"94624","USP7","GNAO1",18443.9592464
"94625","USP7","WNT2B",-859.656
"94626","USP7","PTGER3",8862.776448384
"94627","USP7","EDNRA",-4587.96097034
"94628","USP7","HTR2B",1154.86304
"94629","USP7","WT1",8430.4401168
"94630","USP7","PAX2",27831.3091709344
"94631","CAPN1","PRKCD",-10912.3467135
"94632","CAPN1","GNAS",-6040
"94633","CAPN1","PTPRJ",-7308.6111
